age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
64,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3471,0,40,United-States
52,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,95,United-States
26,Private,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
28,Local-gov,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Female,0,0,40,United-States
36,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States
33,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
23,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
22,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States
41,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
47,State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States
30,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,1651,40,Vietnam
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
40,State-gov,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,1506,0,40,United-States
26,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States
32,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
57,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
31,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
19,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States
34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
37,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
45,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States
51,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
50,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
72,Private,HS-grad,9,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,12,Cuba
48,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States
29,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,2202,0,40,Taiwan
43,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,50,United-States
26,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
48,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,55,United-States
25,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
39,Private,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States
42,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States
19,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
32,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States
32,Private,Some-college,10,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40,Greece
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
45,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
52,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States
61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,63,South
29,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Outlying-US(Guam-USVI-etc)
44,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States
41,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States
33,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,United-States
34,Local-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
48,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
32,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
61,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,20,Trinadad&Tobago
63,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
23,Private,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States
28,Private,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States
22,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,20,United-States
22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
44,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
25,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States
39,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,United-States
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
30,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
52,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
34,Private,Some-college,10,Never-married,Sales,Other-relative,Black,Male,0,0,30,United-States
27,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942,0,40,United-States
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
34,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
21,Private,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States
37,State-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
44,Self-emp-inc,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,45,United-States
32,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
38,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States
41,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,Jamaica
35,Private,11th,7,Separated,Transport-moving,Not-in-family,White,Male,0,0,90,United-States
43,Federal-gov,Doctorate,16,Separated,Prof-specialty,Unmarried,Black,Female,0,0,24,United-States
53,Private,9th,5,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,Jamaica
45,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
36,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States
40,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,14084,0,40,United-States
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
52,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
50,Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,El-Salvador
48,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
23,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
30,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
23,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3137,0,35,United-States
38,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
21,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States
28,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
35,State-gov,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
51,Private,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
53,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States
35,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
24,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,55,United-States
30,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
22,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States
64,State-gov,7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States
62,Local-gov,9th,5,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,24,United-States
36,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
19,Self-emp-not-inc,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
44,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
57,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,78,United-States
26,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,35,Puerto-Rico
21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,50,United-States
67,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States
18,Private,10th,6,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States
50,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,40,United-States
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States
36,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States
44,Self-emp-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam
27,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
29,Private,12th,8,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,United-States
50,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
28,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Nicaragua
33,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
51,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
66,State-gov,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,20051,0,55,United-States
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,45,United-States
59,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
22,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
39,Private,HS-grad,9,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
63,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South
24,Private,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,22,United-States
18,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,1602,15,United-States
43,Local-gov,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States
50,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
57,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
31,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,70,South
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
66,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
32,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
37,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,5013,0,40,United-States
30,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
18,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
43,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States
31,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States
38,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
43,State-gov,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
30,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
50,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States
42,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States
25,Private,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,24,United-States
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
33,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,1055,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States
53,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,20,United-States
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
22,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,28,United-States
34,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,10,United-States
39,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,85,United-States
84,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
61,Local-gov,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,25,United-States
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,United-States
20,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
39,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States
35,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States
47,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States
51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
34,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States
46,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,55,United-States
50,Local-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
20,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
37,Self-emp-inc,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,2559,50,United-States
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,Puerto-Rico
33,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States
35,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States
18,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,27,United-States
40,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
34,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,1669,45,United-States
30,State-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
28,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
58,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States
18,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States
55,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,Germany
31,Local-gov,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
27,Private,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
20,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
47,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
61,Self-emp-inc,Masters,14,Widowed,Exec-managerial,Unmarried,White,Female,0,0,99,United-States
38,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
67,Self-emp-not-inc,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States
45,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
41,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1848,48,United-States
47,State-gov,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
39,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
47,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
33,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
24,Local-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,14344,0,50,United-States
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
46,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
47,Local-gov,Some-college,10,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,45,United-States
34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,54,United-States
62,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
29,Local-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,42,United-States
52,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States
54,Private,11th,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
28,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States
27,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
46,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
63,Federal-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States
61,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
55,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States
43,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States
69,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,United-States
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
51,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada
28,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,4508,0,40,United-States
24,Private,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,70,United-States
55,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
58,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
35,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
31,Self-emp-not-inc,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,0,0,20,United-States
62,Self-emp-not-inc,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Female,0,0,30,United-States
43,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
53,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
31,Private,Prof-school,15,Never-married,Tech-support,Not-in-family,White,Male,0,0,55,United-States
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
32,Federal-gov,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,46,United-States
26,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
30,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States
30,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
31,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
27,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
30,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,40,United-States
29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
41,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States
27,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
44,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States
49,State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States
